lastupdatedate,town_no,town,towntotalcases,townconfirmedcases,townprobablecases,towncaserate,towntotaldeaths,townconfirmeddeaths,townprobabledeaths,peopletested,ratetested100k,numberoftests,numberofpositives,numberofnegatives,numberofindeterminates
2020-10-26T04:00:00Z,146,Vernon,379,361,18,1293,22,19,3,7465,25475,14557,437,14098,22
2020-10-26T04:00:00Z,147,Voluntown,27,27,0,1065,1,1,0,780,30769,1276,34,1241,1
2020-10-26T04:00:00Z,148,Wallingford,686,670,16,1540,72,64,8,13832,31059,35452,914,34462,76
2020-10-26T04:00:00Z,149,Warren,6,5,1,429,0,0,0,200,14296,360,5,355,0
2020-10-26T04:00:00Z,150,Washington,33,32,1,961,2,2,0,1201,34974,1968,36,1932,0
2020-10-26T04:00:00Z,151,Waterbury,2991,2872,119,2767,177,150,27,28358,26235,67418,3673,63605,140
2020-10-26T04:00:00Z,152,Waterford,301,292,9,1594,26,19,7,6786,35929,12601,344,12255,2
2020-10-26T04:00:00Z,153,Watertown,255,243,12,1178,6,5,1,5784,26727,13282,298,12969,15
2020-10-26T04:00:00Z,155,West Hartford,1103,1035,68,1752,134,91,43,18411,29252,38724,1245,37444,35
2020-10-26T04:00:00Z,156,West Haven,1354,1303,51,2467,72,65,7,14079,25655,29656,1718,27890,48
2020-10-26T04:00:00Z,154,Westbrook,49,49,0,709,0,0,0,1778,25716,2873,58,2815,0
2020-10-26T04:00:00Z,157,Weston,100,96,4,976,2,2,0,3050,29765,4472,111,4360,1
2020-10-26T04:00:00Z,158,Westport,426,409,17,1515,23,16,7,9594,34124,16046,511,15522,13
2020-10-26T04:00:00Z,159,Wethersfield,367,357,10,1407,12,11,1,6971,26727,12906,455,12436,15
2020-10-26T04:00:00Z,160,Willington,31,29,2,527,0,0,0,1250,21233,2184,30,2153,1
2020-10-26T04:00:00Z,161,Wilton,295,266,29,1604,42,21,21,5255,28564,8068,339,7728,1
2020-10-26T04:00:00Z,162,Winchester,80,77,3,751,1,1,0,2993,28090,5576,89,5482,5
2020-10-26T04:00:00Z,163,Windham,612,610,2,2477,12,12,0,8607,34838,17451,721,16706,24
2020-10-26T04:00:00Z,164,Windsor,744,696,48,2587,107,72,35,8615,29955,19277,866,18383,28
2020-10-26T04:00:00Z,165,Windsor Locks,178,171,7,1382,22,20,2,3009,23369,5706,227,5471,8
2020-10-26T04:00:00Z,166,Wolcott,205,195,10,1231,9,6,3,4057,24368,9155,257,8883,15
2020-10-26T04:00:00Z,167,Woodbridge,166,154,12,1885,34,29,5,2772,31482,4957,267,4678,12
2020-10-26T04:00:00Z,168,Woodbury,80,78,2,839,2,2,0,2406,25228,4575,89,4483,3
2020-10-26T04:00:00Z,169,Woodstock,50,50,0,636,0,0,0,1757,22348,2798,53,2742,3
2020-10-27T04:00:00Z,1,Andover,16,16,0,495,0,0,0,765,23677,1208,16,1192,0
2020-10-27T04:00:00Z,2,Ansonia,392,380,12,2094,8,7,1,4653,24854,9046,474,8552,20
2020-10-27T04:00:00Z,3,Ashford,31,30,1,728,1,1,0,1056,24783,1940,36,1903,1
2020-10-27T04:00:00Z,4,Avon,284,273,11,1552,46,37,9,5416,29592,10467,305,10144,18
2020-10-27T04:00:00Z,5,Barkhamsted,36,34,2,993,0,0,0,938,25883,1680,35,1641,4
2020-10-27T04:00:00Z,6,Beacon Falls,78,74,4,1262,0,0,0,1517,24539,2836,81,2752,3
2020-10-27T04:00:00Z,7,Berlin,271,254,17,1326,17,14,3,5343,26150,10797,318,10469,10
2020-10-27T04:00:00Z,8,Bethany,68,65,3,1241,1,1,0,1517,27688,2741,94,2644,3
2020-10-27T04:00:00Z,9,Bethel,376,344,32,1907,31,23,8,5646,28640,10975,414,10555,6
2020-10-27T04:00:00Z,10,Bethlehem,21,20,1,614,1,0,1,799,23349,1525,26,1497,2
2020-10-27T04:00:00Z,11,Bloomfield,685,653,32,3216,93,73,20,7266,34111,21554,853,20624,77
2020-10-27T04:00:00Z,12,Bolton,41,39,2,838,3,3,0,1187,24274,2025,52,1973,0
2020-10-27T04:00:00Z,13,Bozrah,23,23,0,907,1,1,0,787,31021,1398,29,1369,0
2020-10-27T04:00:00Z,14,Branford,432,415,17,1543,40,38,2,8237,29413,15262,581,14667,14
2020-10-27T04:00:00Z,15,Bridgeport,4858,4695,163,3353,157,117,40,44196,30501,87149,5755,81235,159
2020-10-27T04:00:00Z,16,Bridgewater,16,14,2,975,0,0,0,389,23705,695,19,676,0
2020-10-27T04:00:00Z,17,Bristol,924,901,23,1539,76,68,8,15490,25803,36139,1051,35039,49
2020-10-27T04:00:00Z,18,Brookfield,258,243,15,1517,9,6,3,4673,27485,7928,288,7637,3
2020-10-27T04:00:00Z,19,Brooklyn,197,195,2,2379,0,0,0,2376,28696,4386,213,4170,3
2020-10-27T04:00:00Z,20,Burlington,72,70,2,745,1,1,0,2315,23952,4120,83,4037,0
2020-10-27T04:00:00Z,21,Canaan,1,1,0,95,0,0,0,328,31090,627,1,626,0
2020-10-27T04:00:00Z,22,Canterbury,50,49,1,980,0,0,0,1401,27471,2295,57,2238,0
2020-10-27T04:00:00Z,23,Canton,122,112,10,1188,29,22,7,2491,24255,4688,132,4552,4
2020-10-27T04:00:00Z,24,Chaplin,15,15,0,665,0,0,0,599,26551,1015,16,999,0
2020-10-27T04:00:00Z,25,Cheshire,346,337,9,1186,23,20,3,9533,32671,19869,452,19391,26
2020-10-27T04:00:00Z,26,Chester,48,47,1,1135,13,12,1,1151,27217,2276,57,2217,2
2020-10-27T04:00:00Z,27,Clinton,114,109,5,880,4,4,0,3300,25483,5635,127,5504,4
2020-10-27T04:00:00Z,28,Colchester,173,166,7,1086,13,9,4,4944,31024,10017,198,9803,16
2020-10-27T04:00:00Z,29,Colebrook,6,6,0,427,0,0,0,329,23416,609,6,603,0
2020-10-27T04:00:00Z,30,Columbia,32,32,0,594,1,1,0,1406,26110,2454,39,2415,0
2020-10-27T04:00:00Z,31,Cornwall,9,9,0,658,0,0,0,550,40205,862,9,853,0
2020-10-27T04:00:00Z,32,Coventry,95,90,5,765,2,1,1,3135,25254,5341,103,5233,5
2020-10-27T04:00:00Z,33,Cromwell,208,192,16,1496,34,22,12,4434,31888,9424,231,9182,11
2020-10-27T04:00:00Z,34,Danbury,3398,3239,159,4010,127,108,19,27473,32424,50541,4061,46404,76
2020-10-27T04:00:00Z,35,Darien,295,285,10,1356,5,4,1,5660,26019,8574,352,8218,4
2020-10-27T04:00:00Z,36,Deep River,29,27,2,650,0,0,0,1099,24625,2028,31,1995,2
2020-10-27T04:00:00Z,37,Derby,229,225,4,1830,5,5,0,3181,25417,6031,268,5756,7
2020-10-27T04:00:00Z,38,Durham,76,69,7,1056,2,1,1,2040,28353,4046,81,3960,5
2020-10-27T04:00:00Z,40,East Granby,25,25,0,486,0,0,0,1097,21313,1972,28,1943,1
2020-10-27T04:00:00Z,41,East Haddam,42,42,0,467,2,2,0,2163,24065,3890,47,3843,0
2020-10-27T04:00:00Z,42,East Hampton,95,89,6,739,3,0,3,3354,26093,6066,118,5945,3
2020-10-27T04:00:00Z,43,East Hartford,1404,1340,64,2808,94,65,29,14718,29437,33402,1620,31709,73
2020-10-27T04:00:00Z,44,East Haven,531,497,34,1850,40,25,15,7611,26520,14546,673,13861,12
2020-10-27T04:00:00Z,45,East Lyme,258,242,16,1384,34,25,9,6491,34814,11698,287,11405,6
2020-10-27T04:00:00Z,47,East Windsor,255,240,15,2242,33,22,11,2748,24158,6667,320,6322,25
2020-10-27T04:00:00Z,39,Eastford,15,15,0,838,1,1,0,338,18883,580,17,563,0
2020-10-27T04:00:00Z,46,Easton,58,55,3,772,1,1,0,1840,24478,2778,59,2718,1
2020-10-27T04:00:00Z,48,Ellington,142,133,9,871,5,5,0,3562,21854,5866,156,5708,2
2020-10-27T04:00:00Z,49,Enfield,826,810,16,1858,23,21,2,9427,21200,18599,928,17628,43
2020-10-27T04:00:00Z,50,Essex,68,67,1,1019,9,9,0,2026,30357,3743,83,3656,4
2020-10-27T04:00:00Z,51,Fairfield,1135,1054,81,1832,146,102,44,21147,34134,39268,1241,37999,28
2020-10-27T04:00:00Z,52,Farmington,339,326,13,1329,34,30,4,6991,27409,14677,386,14270,21
2020-10-27T04:00:00Z,53,Franklin,25,25,0,1293,0,0,0,415,21469,699,32,667,0
2020-10-27T04:00:00Z,54,Glastonbury,416,385,31,1206,82,64,18,9030,26181,16931,505,16414,12
2020-10-27T04:00:00Z,55,Goshen,18,17,1,625,0,0,0,809,28100,1416,21,1395,0
2020-10-27T04:00:00Z,56,Granby,51,48,3,448,0,0,0,2493,21916,4181,65,4111,5
2020-10-27T04:00:00Z,57,Greenwich,1110,1061,49,1770,53,44,9,17819,28407,29393,1343,28014,36
2020-10-27T04:00:00Z,58,Griswold,127,125,2,1096,4,2,2,4066,35079,7093,142,6950,1
2020-10-27T04:00:00Z,59,Groton,416,400,16,1075,31,21,10,9701,25072,19385,488,18891,6
2020-10-27T04:00:00Z,60,Guilford,169,159,10,761,12,10,2,6156,27710,10659,202,10453,4
2020-10-27T04:00:00Z,61,Haddam,67,63,4,815,0,0,0,2194,26685,4008,74,3932,2
2020-10-27T04:00:00Z,62,Hamden,1285,1238,47,2109,144,123,21,24327,39920,55659,1741,53856,62
2020-10-27T04:00:00Z,63,Hampton,12,12,0,648,0,0,0,599,32326,1060,14,1046,0
2020-10-27T04:00:00Z,64,Hartford,4066,3925,141,3317,170,142,28,40226,32814,113330,4704,108462,164
2020-10-27T04:00:00Z,65,Hartland,7,7,0,330,0,0,0,317,14953,590,7,581,2
2020-10-27T04:00:00Z,66,Harwinton,46,43,3,847,3,1,2,1459,26869,2691,53,2632,6
2020-10-27T04:00:00Z,67,Hebron,57,55,2,601,2,1,1,2361,24900,4081,63,4015,3
2020-10-27T04:00:00Z,68,Kent,23,20,3,826,0,0,0,983,35296,1436,29,1407,0
2020-10-27T04:00:00Z,69,Killingly,122,116,6,706,0,0,0,4463,25817,8630,126,8499,5
2020-10-27T04:00:00Z,70,Killingworth,29,29,0,455,3,3,0,1565,24568,2664,42,2620,2
2020-10-27T04:00:00Z,71,Lebanon,53,53,0,735,2,2,0,1937,26877,3414,60,3353,1
2020-10-27T04:00:00Z,72,Ledyard,111,109,2,753,3,3,0,4871,33055,8204,124,8079,1
2020-10-27T04:00:00Z,73,Lisbon,31,30,1,730,1,1,0,920,21657,1611,34,1576,1
2020-10-27T04:00:00Z,74,Litchfield,74,72,2,911,2,2,0,2575,31685,4518,86,4428,4
2020-10-27T04:00:00Z,75,Lyme,12,11,1,513,0,0,0,485,20744,781,12,769,0
2020-10-27T04:00:00Z,76,Madison,197,187,10,1088,26,20,6,5232,28896,9318,253,9056,9
2020-10-27T04:00:00Z,77,Manchester,1055,992,63,1828,106,82,24,15712,27231,32275,1264,30943,68
2020-10-27T04:00:00Z,78,Mansfield,370,327,43,1433,3,2,1,8910,34512,25161,367,24789,5
2020-10-27T04:00:00Z,79,Marlborough,117,112,5,1840,20,16,4,1646,25889,3636,130,3504,2
2020-10-27T04:00:00Z,80,Meriden,1274,1231,43,2140,83,70,13,19309,32430,45905,1497,44336,72
2020-10-27T04:00:00Z,81,Middlebury,86,80,6,1112,3,1,2,1980,25611,4563,109,4452,2
2020-10-27T04:00:00Z,82,Middlefield,41,40,1,936,0,0,0,1270,28995,2351,51,2298,2
2020-10-27T04:00:00Z,83,Middletown,844,812,32,1829,88,72,16,16894,36610,76916,1040,75844,32
2020-10-27T04:00:00Z,84,Milford,822,793,29,1504,91,80,11,13443,24593,24633,1056,23554,23
2020-10-27T04:00:00Z,85,Monroe,203,196,7,1043,5,4,1,4657,23919,7715,227,7484,4
2020-10-27T04:00:00Z,86,Montville,415,406,9,2217,0,0,0,6689,35739,12069,464,11594,11
2020-10-27T04:00:00Z,87,Morris,17,17,0,752,0,0,0,597,26393,1072,18,1054,0
2020-10-27T04:00:00Z,88,Naugatuck,561,539,22,1793,40,36,4,7278,23261,18554,751,17754,49
2020-10-27T04:00:00Z,89,New Britain,1944,1864,80,2683,102,80,22,21651,29883,47579,2334,45157,88
2020-10-27T04:00:00Z,90,New Canaan,240,236,4,1187,35,32,3,5585,27631,8329,307,8015,7
2020-10-27T04:00:00Z,91,New Fairfield,167,160,7,1203,3,3,0,3399,24494,5501,190,5307,4
2020-10-27T04:00:00Z,92,New Hartford,49,49,0,733,2,2,0,1743,26073,2991,63,2925,3
2020-10-27T04:00:00Z,93,New Haven,3425,3330,95,2626,115,104,11,44547,34157,99281,4304,94892,85
2020-10-27T04:00:00Z,95,New London,648,635,13,2405,5,5,0,13564,50351,53721,737,52965,19
2020-10-27T04:00:00Z,96,New Milford,395,367,28,1464,25,23,2,6980,25877,13676,450,13188,38
2020-10-27T04:00:00Z,94,Newington,565,541,24,1876,54,41,13,9071,30124,19824,699,19097,28
2020-10-27T04:00:00Z,97,Newtown,334,313,21,1203,45,35,10,8039,28944,14648,405,14237,6
2020-10-27T04:00:00Z,98,Norfolk,19,18,1,1159,0,0,0,523,31890,932,20,912,0
2020-10-27T04:00:00Z,99,North Branford,134,124,10,946,4,1,3,3379,23866,6029,147,5880,2
2020-10-27T04:00:00Z,100,North Canaan,50,49,1,1537,1,0,1,1013,31131,2284,52,2230,2
2020-10-27T04:00:00Z,101,North Haven,380,367,13,1604,27,26,1,6639,28023,11996,512,11474,10
2020-10-27T04:00:00Z,102,North Stonington,29,28,1,553,1,1,0,1157,22068,1865,30,1833,2
2020-10-27T04:00:00Z,103,Norwalk,2848,2783,65,3198,151,130,21,26042,29245,46315,3460,42820,35
2020-10-27T04:00:00Z,104,Norwich,818,809,9,2090,14,13,1,14472,36979,26942,949,25974,19
2020-10-27T04:00:00Z,105,Old Lyme,39,39,0,529,2,2,0,2424,32908,4079,55,4023,1
2020-10-27T04:00:00Z,106,Old Saybrook,155,151,4,1537,25,22,3,3144,31169,6911,177,6729,5
2020-10-27T04:00:00Z,107,Orange,184,177,7,1319,9,9,0,3657,26217,6037,238,5797,2
2020-10-27T04:00:00Z,108,Oxford,111,106,5,839,6,6,0,3081,23295,5357,135,5221,1
2020-10-27T04:00:00Z,109,Plainfield,141,140,1,929,2,2,0,3983,26251,7491,159,7329,3
2020-10-27T04:00:00Z,110,Plainville,245,241,4,1390,27,26,1,4391,24916,10189,287,9885,17
2020-10-27T04:00:00Z,111,Plymouth,104,99,5,893,1,1,0,2712,23289,5516,109,5401,6
2020-10-27T04:00:00Z,112,Pomfret,28,28,0,666,0,0,0,1537,36560,2732,28,2702,2
2020-10-27T04:00:00Z,113,Portland,100,92,8,1075,14,11,3,2698,28995,5290,120,5167,3
2020-10-27T04:00:00Z,114,Preston,59,57,2,1272,0,0,0,1523,32837,2572,63,2506,3
2020-10-27T04:00:00Z,115,Prospect,121,119,2,1236,0,0,0,2245,22932,4419,139,4278,2
2020-10-27T04:00:00Z,116,Putnam,62,59,3,660,1,1,0,2256,24013,3700,65,3632,3
2020-10-27T04:00:00Z,117,Redding,98,89,9,1074,8,7,1,2641,28942,4208,119,4089,0
2020-10-27T04:00:00Z,118,Ridgefield,316,299,17,1264,45,36,9,8028,32102,12999,379,12599,21
2020-10-27T04:00:00Z,119,Rocky Hill,517,497,20,2566,94,81,13,5349,26552,13031,636,12358,37
2020-10-27T04:00:00Z,120,Roxbury,21,18,3,972,1,0,1,566,26204,926,24,902,0
2020-10-27T04:00:00Z,121,Salem,36,36,0,873,1,1,0,1324,32113,2194,42,2152,0
2020-10-27T04:00:00Z,122,Salisbury,29,28,1,806,0,0,0,2212,61479,3520,35,3484,1
2020-10-27T04:00:00Z,123,Scotland,0,0,0,0,0,0,0,159,9436,265,0,265,0
2020-10-27T04:00:00Z,124,Seymour,305,287,18,1847,51,43,8,4114,24920,8988,349,8628,11
2020-10-27T04:00:00Z,125,Sharon,17,17,0,629,0,0,0,757,28006,1306,25,1281,0
2020-10-27T04:00:00Z,126,Shelton,828,780,48,2015,138,109,29,10488,25520,21097,981,20076,40
2020-10-27T04:00:00Z,127,Sherman,27,19,8,747,2,0,2,791,21887,1230,25,1204,1
2020-10-27T04:00:00Z,128,Simsbury,193,176,17,773,13,11,2,7029,28140,13515,235,13263,17
2020-10-27T04:00:00Z,129,Somers,346,323,23,3194,5,4,1,2678,24718,5174,348,4796,30
2020-10-27T04:00:00Z,132,South Windsor,264,246,18,1013,31,19,12,6074,23313,10834,307,10512,15
2020-10-27T04:00:00Z,130,Southbury,242,236,6,1231,36,31,5,5855,29787,12512,323,12175,14
2020-10-27T04:00:00Z,131,Southington,496,479,17,1132,34,29,5,11337,25879,24148,586,23540,22
2020-10-27T04:00:00Z,133,Sprague,26,25,1,900,0,0,0,1046,36206,1861,29,1832,0
2020-10-27T04:00:00Z,134,Stafford,140,130,10,1178,22,16,6,1867,15710,4162,170,3986,6
2020-10-27T04:00:00Z,135,Stamford,4128,4045,83,3181,204,178,26,36525,28145,61958,5222,56650,86
2020-10-27T04:00:00Z,136,Sterling,16,15,1,423,0,0,0,796,21058,1662,17,1644,1
2020-10-27T04:00:00Z,137,Stonington,86,80,6,466,1,0,1,4973,26955,8156,95,8059,2
2020-10-27T04:00:00Z,138,Stratford,1089,1040,49,2096,79,59,20,14138,27206,26597,1304,25251,42
2020-10-27T04:00:00Z,139,Suffield,235,214,21,1493,20,12,8,5258,33399,10756,246,10506,4
2020-10-27T04:00:00Z,140,Thomaston,94,92,2,1243,1,1,0,1795,23743,3770,108,3656,6
2020-10-27T04:00:00Z,141,Thompson,64,63,1,681,2,1,1,1395,14848,2302,72,2229,1
2020-10-27T04:00:00Z,142,Tolland,94,82,12,641,3,1,2,3426,23378,6195,96,6095,4
2020-10-27T04:00:00Z,143,Torrington,722,695,27,2109,95,82,13,10545,30808,26224,866,25293,65
2020-10-27T04:00:00Z,144,Trumbull,691,631,60,1930,124,82,42,9761,27264,19398,813,18547,38
2020-10-27T04:00:00Z,145,Union,5,4,1,595,0,0,0,101,12024,183,4,178,1
2020-10-27T04:00:00Z,146,Vernon,380,362,18,1297,22,19,3,7513,25639,14671,438,14211,22
2020-10-27T04:00:00Z,147,Voluntown,27,27,0,1065,1,1,0,788,31085,1296,34,1261,1
2020-10-27T04:00:00Z,148,Wallingford,702,685,17,1576,72,64,8,13916,31247,35709,930,34703,76
2020-10-27T04:00:00Z,149,Warren,6,5,1,429,0,0,0,207,14796,370,5,365,0
2020-10-27T04:00:00Z,150,Washington,32,31,1,932,2,2,0,1205,35090,1975,35,1940,0
2020-10-27T04:00:00Z,151,Waterbury,3023,2903,120,2797,177,150,27,28602,26461,68096,3709,64246,141
2020-10-27T04:00:00Z,152,Waterford,303,294,9,1604,26,19,7,6801,36009,12673,347,12324,2
2020-10-27T04:00:00Z,153,Watertown,263,251,12,1215,6,5,1,5824,26912,13392,309,13068,15
2020-10-27T04:00:00Z,155,West Hartford,1112,1044,68,1767,134,91,43,18519,29424,39204,1257,37912,35
2020-10-27T04:00:00Z,156,West Haven,1364,1311,53,2485,72,65,7,14135,25757,29779,1726,28005,48
2020-10-27T04:00:00Z,154,Westbrook,49,49,0,709,0,0,0,1791,25904,2894,58,2836,0
2020-10-27T04:00:00Z,157,Weston,100,96,4,976,2,2,0,3087,30126,4537,111,4425,1
2020-10-27T04:00:00Z,158,Westport,428,411,17,1522,23,16,7,9667,34384,16185,513,15659,13
2020-10-27T04:00:00Z,159,Wethersfield,369,360,9,1415,13,12,1,7002,26846,12980,459,12506,15
2020-10-27T04:00:00Z,160,Willington,32,30,2,544,0,0,0,1252,21267,2197,31,2165,1
2020-10-27T04:00:00Z,161,Wilton,295,266,29,1604,42,21,21,5285,28728,8134,339,7794,1
2020-10-27T04:00:00Z,162,Winchester,80,77,3,751,1,1,0,3005,28203,5606,89,5512,5
2020-10-27T04:00:00Z,163,Windham,616,614,2,2493,12,12,0,8641,34975,17619,727,16868,24
2020-10-27T04:00:00Z,164,Windsor,747,699,48,2597,107,72,35,8642,30049,19360,869,18463,28
2020-10-27T04:00:00Z,165,Windsor Locks,177,171,6,1375,21,20,1,3019,23447,5728,227,5493,8
2020-10-27T04:00:00Z,166,Wolcott,209,200,9,1255,9,6,3,4100,24626,9265,265,8985,15
2020-10-27T04:00:00Z,167,Woodbridge,167,155,12,1897,34,29,5,2786,31641,4995,268,4715,12
2020-10-27T04:00:00Z,168,Woodbury,80,78,2,839,2,2,0,2420,25375,4620,89,4528,3
2020-10-27T04:00:00Z,169,Woodstock,50,50,0,636,0,0,0,1764,22437,2818,53,2762,3
2020-10-28T04:00:00Z,1,Andover,16,16,0,495,0,0,0,774,23955,1222,16,1206,0
2020-10-28T04:00:00Z,2,Ansonia,396,383,13,2115,8,7,1,4669,24940,9114,478,8616,20
2020-10-28T04:00:00Z,3,Ashford,31,30,1,728,1,1,0,1058,24830,1954,36,1917,1
2020-10-28T04:00:00Z,4,Avon,285,274,11,1557,46,37,9,5432,29680,10507,305,10184,18
2020-10-28T04:00:00Z,5,Barkhamsted,36,34,2,993,0,0,0,944,26049,1697,35,1658,4
2020-10-28T04:00:00Z,6,Beacon Falls,79,74,5,1278,0,0,0,1529,24733,2861,81,2777,3
2020-10-28T04:00:00Z,7,Berlin,274,255,19,1341,17,14,3,5369,26277,10866,319,10537,10
2020-10-28T04:00:00Z,8,Bethany,69,66,3,1259,1,1,0,1525,27834,2765,95,2667,3
2020-10-28T04:00:00Z,9,Bethel,392,348,44,1988,31,23,8,5691,28868,11055,418,10631,6
2020-10-28T04:00:00Z,10,Bethlehem,21,20,1,614,1,0,1,805,23524,1535,26,1507,2
2020-10-28T04:00:00Z,11,Bloomfield,689,655,34,3235,94,74,20,7291,34228,21695,855,20763,77
2020-10-28T04:00:00Z,12,Bolton,41,39,2,838,3,3,0,1193,24397,2041,52,1989,0
2020-10-28T04:00:00Z,13,Bozrah,23,23,0,907,1,1,0,789,31100,1408,29,1379,0
2020-10-28T04:00:00Z,14,Branford,448,418,30,1600,40,38,2,8279,29563,15382,585,14783,14
2020-10-28T04:00:00Z,15,Bridgeport,4934,4727,207,3405,157,117,40,44369,30620,87851,5789,81902,160
2020-10-28T04:00:00Z,16,Bridgewater,18,14,4,1097,0,0,0,391,23827,702,19,683,0
2020-10-28T04:00:00Z,17,Bristol,944,910,34,1572,76,68,8,15581,25954,36394,1060,35285,49
2020-10-28T04:00:00Z,18,Brookfield,268,245,23,1576,9,6,3,4696,27620,7980,290,7687,3
2020-10-28T04:00:00Z,19,Brooklyn,199,196,3,2403,0,0,0,2399,28973,4427,214,4210,3
2020-10-28T04:00:00Z,20,Burlington,72,70,2,745,1,1,0,2331,24118,4153,83,4069,1
2020-10-28T04:00:00Z,21,Canaan,1,1,0,95,0,0,0,329,31185,636,1,635,0
2020-10-28T04:00:00Z,22,Canterbury,49,48,1,961,0,0,0,1413,27706,2321,57,2264,0
2020-10-28T04:00:00Z,23,Canton,123,113,10,1198,29,22,7,2506,24401,4725,133,4588,4
2020-10-28T04:00:00Z,24,Chaplin,15,15,0,665,0,0,0,601,26640,1025,16,1009,0
2020-10-28T04:00:00Z,25,Cheshire,355,342,13,1217,23,20,3,9579,32828,19975,457,19492,26
2020-10-28T04:00:00Z,26,Chester,48,47,1,1135,13,12,1,1158,27382,2290,57,2231,2
2020-10-28T04:00:00Z,27,Clinton,115,110,5,888,4,4,0,3329,25707,5678,128,5546,4
2020-10-28T04:00:00Z,28,Colchester,176,168,8,1104,13,9,4,4968,31175,10093,201,9876,16
2020-10-28T04:00:00Z,29,Colebrook,7,6,1,498,0,0,0,330,23488,616,6,610,0
2020-10-28T04:00:00Z,30,Columbia,34,34,0,631,1,1,0,1416,26295,2484,41,2443,0
2020-10-28T04:00:00Z,31,Cornwall,9,9,0,658,0,0,0,550,40205,862,9,853,0
2020-10-28T04:00:00Z,32,Coventry,95,90,5,765,2,1,1,3145,25334,5381,103,5273,5
2020-10-28T04:00:00Z,33,Cromwell,213,196,17,1532,34,22,12,4458,32060,9495,236,9248,11
2020-10-28T04:00:00Z,34,Danbury,3543,3270,273,4182,127,108,19,27626,32605,51051,4097,46875,79
2020-10-28T04:00:00Z,35,Darien,310,290,20,1425,5,4,1,5708,26240,8659,357,8298,4
2020-10-28T04:00:00Z,36,Deep River,29,27,2,650,0,0,0,1103,24714,2042,31,2009,2
2020-10-28T04:00:00Z,37,Derby,228,225,3,1822,5,5,0,3192,25505,6065,268,5790,7
2020-10-28T04:00:00Z,38,Durham,81,72,9,1126,2,1,1,2063,28673,4097,84,4008,5
2020-10-28T04:00:00Z,40,East Granby,28,28,0,544,0,0,0,1107,21508,1986,31,1954,1
2020-10-28T04:00:00Z,41,East Haddam,43,43,0,478,2,2,0,2172,24166,3912,48,3864,0
2020-10-28T04:00:00Z,42,East Hampton,96,90,6,747,3,0,3,3373,26241,6112,119,5990,3
2020-10-28T04:00:00Z,43,East Hartford,1418,1350,68,2836,95,66,29,14794,29589,33673,1631,31968,74
2020-10-28T04:00:00Z,44,East Haven,559,505,54,1948,40,25,15,7654,26670,14667,681,13974,12
2020-10-28T04:00:00Z,45,East Lyme,260,243,17,1394,34,25,9,6509,34910,11756,288,11462,6
2020-10-28T04:00:00Z,47,East Windsor,264,249,15,2321,33,22,11,2765,24308,6782,332,6423,27
2020-10-28T04:00:00Z,39,Eastford,15,15,0,838,1,1,0,341,19050,589,17,572,0
2020-10-28T04:00:00Z,46,Easton,59,56,3,785,1,1,0,1852,24637,2797,61,2735,1
2020-10-28T04:00:00Z,48,Ellington,144,134,10,883,5,5,0,3585,21995,5928,157,5769,2
2020-10-28T04:00:00Z,49,Enfield,830,812,18,1867,23,21,2,9460,21275,18745,931,17770,44
2020-10-28T04:00:00Z,50,Essex,72,69,3,1079,9,9,0,2037,30521,3771,85,3682,4
2020-10-28T04:00:00Z,51,Fairfield,1166,1068,98,1882,146,102,44,21221,34254,39508,1257,38223,28
2020-10-28T04:00:00Z,52,Farmington,339,326,13,1329,34,30,4,7015,27503,14749,386,14342,21
2020-10-28T04:00:00Z,53,Franklin,27,27,0,1397,0,0,0,419,21676,710,35,675,0
2020-10-28T04:00:00Z,54,Glastonbury,422,390,32,1224,82,64,18,9079,26323,17053,510,16531,12
2020-10-28T04:00:00Z,55,Goshen,18,17,1,625,0,0,0,812,28204,1424,21,1403,0
2020-10-28T04:00:00Z,56,Granby,52,49,3,457,0,0,0,2503,22004,4208,65,4138,5
2020-10-28T04:00:00Z,57,Greenwich,1130,1069,61,1801,53,44,9,17943,28605,29654,1351,28267,36
2020-10-28T04:00:00Z,58,Griswold,127,125,2,1096,4,2,2,4106,35424,7181,143,7037,1
2020-10-28T04:00:00Z,59,Groton,422,403,19,1091,31,21,10,9809,25351,19550,491,19053,6
2020-10-28T04:00:00Z,60,Guilford,180,162,18,810,12,10,2,6195,27885,10733,206,10523,4
2020-10-28T04:00:00Z,61,Haddam,68,64,4,827,0,0,0,2217,26964,4053,76,3975,2
2020-10-28T04:00:00Z,62,Hamden,1299,1244,55,2132,144,123,21,24415,40064,57090,1747,55281,62
2020-10-28T04:00:00Z,63,Hampton,12,12,0,648,0,0,0,602,32488,1072,14,1058,0
2020-10-28T04:00:00Z,64,Hartford,4122,3962,160,3363,171,143,28,40444,32992,114652,4749,109738,165
2020-10-28T04:00:00Z,65,Hartland,7,7,0,330,0,0,0,317,14953,595,7,586,2
2020-10-28T04:00:00Z,66,Harwinton,47,43,4,866,3,1,2,1472,27109,2721,53,2662,6
2020-10-28T04:00:00Z,67,Hebron,57,55,2,601,2,1,1,2374,25037,4114,63,4048,3
2020-10-28T04:00:00Z,68,Kent,24,20,4,862,0,0,0,986,35404,1441,30,1411,0
2020-10-28T04:00:00Z,69,Killingly,127,121,6,735,0,0,0,4505,26060,8707,131,8570,6
