lastupdatedate,town_no,town,towntotalcases,townconfirmedcases,townprobablecases,towncaserate,towntotaldeaths,townconfirmeddeaths,townprobabledeaths,peopletested,ratetested100k,numberoftests,numberofpositives,numberofnegatives,numberofindeterminates
2020-03-24T04:00:00Z,125,Sharon,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,25,Cheshire,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,111,Plymouth,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,112,Pomfret,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,113,Portland,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,114,Preston,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,115,Prospect,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,116,Putnam,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,117,Redding,6,,,,0,,,,,,,,
2020-03-25T04:00:00Z,15,Bridgeport,27,,,,0,,,,,,,,
2020-03-26T04:00:00Z,141,Thompson,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,75,Lyme,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,110,Plainville,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,79,Marlborough,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,119,Rocky Hill,8,,,,0,,,,,,,,
2020-03-24T04:00:00Z,96,New Milford,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,4,Avon,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,77,Manchester,5,,,,0,,,,,,,,
2020-03-24T04:00:00Z,20,Burlington,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,64,Hartford,14,,,,0,,,,,,,,
2020-03-24T04:00:00Z,12,Bolton,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,155,West Hartford,6,,,,0,,,,,,,,
2020-03-24T04:00:00Z,43,East Hartford,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,66,Harwinton,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,74,Litchfield,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,68,Kent,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,149,Warren,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,136,Sterling,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,52,Farmington,5,,,,0,,,,,,,,
2020-03-24T04:00:00Z,109,Plainfield,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,1,Andover,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,22,Canterbury,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,153,Watertown,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,10,Bethlehem,3,,,,0,,,,,,,,
2020-03-24T04:00:00Z,127,Sherman,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,53,Franklin,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,133,Sprague,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,131,Southington,6,,,,0,,,,,,,,
2020-03-24T04:00:00Z,7,Berlin,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,28,Colchester,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,151,Waterbury,10,,,,0,,,,,,,,
2020-03-24T04:00:00Z,168,Woodbury,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,104,Norwich,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,120,Roxbury,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,83,Middletown,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,13,Bozrah,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,80,Meriden,3,,,,0,,,,,,,,
2020-03-24T04:00:00Z,114,Preston,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,81,Middlebury,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,16,Bridgewater,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,41,East Haddam,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,61,Haddam,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,88,Naugatuck,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,38,Durham,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,108,Oxford,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,73,Lisbon,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,147,Voluntown,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,42,East Hampton,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,58,Griswold,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,166,Wolcott,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,113,Portland,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,33,Cromwell,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,160,Willington,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,164,Windsor,4,,,,0,,,,,,,,
2020-03-24T04:00:00Z,82,Middlefield,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,121,Salem,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,102,North Stonington,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,86,Montville,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,72,Ledyard,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,97,Newtown,5,,,,0,,,,,,,,
2020-03-24T04:00:00Z,8,Bethany,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,6,Beacon Falls,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,34,Danbury,29,,,,0,,,,,,,,
2020-03-24T04:00:00Z,62,Hamden,4,,,,0,,,,,,,,
2020-03-24T04:00:00Z,45,East Lyme,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,70,Killingworth,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,75,Lyme,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,76,Madison,3,,,,0,,,,,,,,
2020-03-24T04:00:00Z,137,Stonington,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,101,North Haven,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,26,Chester,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,60,Guilford,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,9,Bethel,6,,,,0,,,,,,,,
2020-03-24T04:00:00Z,36,Deep River,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,167,Woodbridge,3,,,,0,,,,,,,,
2020-03-24T04:00:00Z,85,Monroe,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,95,New London,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,50,Essex,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,105,Old Lyme,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,44,East Haven,3,,,,0,,,,,,,,
2020-03-24T04:00:00Z,2,Ansonia,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,118,Ridgefield,34,,,,0,,,,,,,,
2020-03-24T04:00:00Z,126,Shelton,5,,,,0,,,,,,,,
2020-03-24T04:00:00Z,18,Brookfield,13,,,,0,,,,,,,,
2020-03-24T04:00:00Z,148,Wallingford,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,130,Southbury,4,,,,0,,,,,,,,
2020-03-24T04:00:00Z,37,Derby,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,117,Redding,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,93,New Haven,22,,,,0,,,,,,,,
2020-03-24T04:00:00Z,154,Westbrook,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,106,Old Saybrook,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,27,Clinton,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,46,Easton,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,14,Branford,5,,,,0,,,,,,,,
2020-03-24T04:00:00Z,107,Orange,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,144,Trumbull,3,,,,0,,,,,,,,
2020-03-24T04:00:00Z,84,Milford,6,,,,0,,,,,,,,
2020-03-24T04:00:00Z,157,Weston,7,,,,0,,,,,,,,
2020-03-24T04:00:00Z,138,Stratford,7,,,,0,,,,,,,,
2020-03-24T04:00:00Z,161,Wilton,13,,,,0,,,,,,,,
2020-03-24T04:00:00Z,51,Fairfield,9,,,,0,,,,,,,,
2020-03-24T04:00:00Z,15,Bridgeport,16,,,,0,,,,,,,,
2020-03-24T04:00:00Z,90,New Canaan,11,,,,0,,,,,,,,
2020-03-24T04:00:00Z,158,Westport,79,,,,0,,,,,,,,
2020-03-24T04:00:00Z,135,Stamford,34,,,,0,,,,,,,,
2020-03-24T04:00:00Z,103,Norwalk,46,,,,0,,,,,,,,
2020-03-24T04:00:00Z,57,Greenwich,41,,,,0,,,,,,,,
2020-03-24T04:00:00Z,35,Darien,13,,,,0,,,,,,,,
2020-03-24T04:00:00Z,152,Waterford,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,99,North Branford,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,124,Seymour,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,59,Groton,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,156,West Haven,11,,,,0,,,,,,,,
2020-03-24T04:00:00Z,91,New Fairfield,7,,,,0,,,,,,,,
2020-03-24T04:00:00Z,115,Prospect,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,122,Salisbury,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,100,North Canaan,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,98,Norfolk,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,29,Colebrook,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,65,Hartland,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,169,Woodstock,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,141,Thompson,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,21,Canaan,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,40,East Granby,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,5,Barkhamsted,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,162,Winchester,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,39,Eastford,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,3,Ashford,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,48,Ellington,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,165,Windsor Locks,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,47,East Windsor,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,116,Putnam,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,163,Windham,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,123,Scotland,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,54,Glastonbury,6,,,,0,,,,,,,,
2020-03-24T04:00:00Z,30,Columbia,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,67,Hebron,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,159,Wethersfield,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,94,Newington,8,,,,0,,,,,,,,
2020-03-24T04:00:00Z,17,Bristol,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,87,Morris,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,89,New Britain,5,,,,0,,,,,,,,
2020-03-24T04:00:00Z,71,Lebanon,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,111,Plymouth,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,150,Washington,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,142,Tolland,5,,,,0,,,,,,,,
2020-03-24T04:00:00Z,23,Canton,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,128,Simsbury,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,31,Cornwall,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,112,Pomfret,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,55,Goshen,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,56,Granby,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,139,Suffield,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,49,Enfield,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,129,Somers,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,134,Stafford,8,,,,0,,,,,,,,
2020-03-24T04:00:00Z,145,Union,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,69,Killingly,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,11,Bloomfield,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,92,New Hartford,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,143,Torrington,2,,,,0,,,,,,,,
2020-03-24T04:00:00Z,146,Vernon,3,,,,0,,,,,,,,
2020-03-24T04:00:00Z,132,South Windsor,3,,,,0,,,,,,,,
2020-03-24T04:00:00Z,32,Coventry,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,78,Mansfield,1,,,,0,,,,,,,,
2020-03-24T04:00:00Z,24,Chaplin,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,63,Hampton,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,19,Brooklyn,0,,,,0,,,,,,,,
2020-03-24T04:00:00Z,140,Thomaston,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,140,Thomaston,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,141,Thompson,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,142,Tolland,5,,,,1,,,,,,,,
2020-03-25T04:00:00Z,143,Torrington,4,,,,0,,,,,,,,
2020-03-25T04:00:00Z,144,Trumbull,4,,,,0,,,,,,,,
2020-03-25T04:00:00Z,145,Union,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,146,Vernon,4,,,,0,,,,,,,,
2020-03-25T04:00:00Z,147,Voluntown,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,148,Wallingford,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,149,Warren,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,150,Washington,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,151,Waterbury,17,,,,0,,,,,,,,
2020-03-25T04:00:00Z,152,Waterford,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,153,Watertown,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,155,West Hartford,6,,,,0,,,,,,,,
2020-03-25T04:00:00Z,156,West Haven,12,,,,0,,,,,,,,
2020-03-25T04:00:00Z,154,Westbrook,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,157,Weston,10,,,,0,,,,,,,,
2020-03-25T04:00:00Z,158,Westport,87,,,,0,,,,,,,,
2020-03-25T04:00:00Z,159,Wethersfield,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,160,Willington,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,161,Wilton,17,,,,1,,,,,,,,
2020-03-25T04:00:00Z,162,Winchester,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,163,Windham,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,164,Windsor,6,,,,0,,,,,,,,
2020-03-25T04:00:00Z,165,Windsor Locks,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,166,Wolcott,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,167,Woodbridge,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,168,Woodbury,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,169,Woodstock,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,97,Newtown,12,,,,0,,,,,,,,
2020-03-25T04:00:00Z,52,Farmington,8,,,,0,,,,,,,,
2020-03-25T04:00:00Z,98,Norfolk,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,99,North Branford,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,100,North Canaan,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,101,North Haven,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,102,North Stonington,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,103,Norwalk,66,,,,3,,,,,,,,
2020-03-25T04:00:00Z,104,Norwich,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,105,Old Lyme,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,106,Old Saybrook,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,107,Orange,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,108,Oxford,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,109,Plainfield,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,110,Plainville,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,118,Ridgefield,41,,,,1,,,,,,,,
2020-03-25T04:00:00Z,119,Rocky Hill,8,,,,1,,,,,,,,
2020-03-25T04:00:00Z,120,Roxbury,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,121,Salem,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,122,Salisbury,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,123,Scotland,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,124,Seymour,5,,,,0,,,,,,,,
2020-03-25T04:00:00Z,125,Sharon,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,126,Shelton,6,,,,1,,,,,,,,
2020-03-25T04:00:00Z,127,Sherman,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,128,Simsbury,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,129,Somers,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,132,South Windsor,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,130,Southbury,5,,,,1,,,,,,,,
2020-03-25T04:00:00Z,131,Southington,8,,,,0,,,,,,,,
2020-03-25T04:00:00Z,133,Sprague,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,134,Stafford,11,,,,2,,,,,,,,
2020-03-25T04:00:00Z,135,Stamford,48,,,,1,,,,,,,,
2020-03-25T04:00:00Z,136,Sterling,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,137,Stonington,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,138,Stratford,11,,,,0,,,,,,,,
2020-03-25T04:00:00Z,139,Suffield,4,,,,0,,,,,,,,
2020-03-25T04:00:00Z,53,Franklin,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,54,Glastonbury,7,,,,0,,,,,,,,
2020-03-25T04:00:00Z,55,Goshen,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,56,Granby,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,57,Greenwich,54,,,,0,,,,,,,,
2020-03-25T04:00:00Z,58,Griswold,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,59,Groton,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,60,Guilford,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,61,Haddam,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,62,Hamden,6,,,,0,,,,,,,,
2020-03-25T04:00:00Z,63,Hampton,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,64,Hartford,20,,,,0,,,,,,,,
2020-03-25T04:00:00Z,65,Hartland,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,66,Harwinton,4,,,,0,,,,,,,,
2020-03-25T04:00:00Z,67,Hebron,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,68,Kent,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,69,Killingly,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,70,Killingworth,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,71,Lebanon,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,72,Ledyard,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,73,Lisbon,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,74,Litchfield,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,75,Lyme,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,76,Madison,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,77,Manchester,6,,,,0,,,,,,,,
2020-03-25T04:00:00Z,78,Mansfield,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,79,Marlborough,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,80,Meriden,7,,,,0,,,,,,,,
2020-03-25T04:00:00Z,81,Middlebury,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,82,Middlefield,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,83,Middletown,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,84,Milford,8,,,,0,,,,,,,,
2020-03-25T04:00:00Z,85,Monroe,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,86,Montville,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,87,Morris,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,88,Naugatuck,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,89,New Britain,6,,,,0,,,,,,,,
2020-03-25T04:00:00Z,90,New Canaan,15,,,,3,,,,,,,,
2020-03-25T04:00:00Z,91,New Fairfield,12,,,,0,,,,,,,,
2020-03-25T04:00:00Z,92,New Hartford,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,93,New Haven,29,,,,1,,,,,,,,
2020-03-25T04:00:00Z,95,New London,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,96,New Milford,6,,,,0,,,,,,,,
2020-03-25T04:00:00Z,94,Newington,9,,,,1,,,,,,,,
2020-03-25T04:00:00Z,1,Andover,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,2,Ansonia,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,3,Ashford,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,4,Avon,4,,,,0,,,,,,,,
2020-03-25T04:00:00Z,5,Barkhamsted,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,6,Beacon Falls,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,7,Berlin,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,8,Bethany,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,9,Bethel,10,,,,0,,,,,,,,
2020-03-25T04:00:00Z,10,Bethlehem,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,11,Bloomfield,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,12,Bolton,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,13,Bozrah,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,14,Branford,6,,,,0,,,,,,,,
2020-03-25T04:00:00Z,16,Bridgewater,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,17,Bristol,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,18,Brookfield,23,,,,0,,,,,,,,
2020-03-25T04:00:00Z,19,Brooklyn,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,20,Burlington,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,21,Canaan,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,22,Canterbury,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,23,Canton,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,24,Chaplin,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,25,Cheshire,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,26,Chester,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,27,Clinton,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,28,Colchester,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,29,Colebrook,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,30,Columbia,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,31,Cornwall,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,32,Coventry,3,,,,0,,,,,,,,
2020-03-25T04:00:00Z,33,Cromwell,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,34,Danbury,63,,,,1,,,,,,,,
2020-03-25T04:00:00Z,35,Darien,14,,,,0,,,,,,,,
2020-03-25T04:00:00Z,36,Deep River,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,37,Derby,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,38,Durham,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,40,East Granby,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,41,East Haddam,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,42,East Hampton,2,,,,0,,,,,,,,
2020-03-25T04:00:00Z,43,East Hartford,4,,,,0,,,,,,,,
2020-03-25T04:00:00Z,44,East Haven,5,,,,0,,,,,,,,
2020-03-25T04:00:00Z,45,East Lyme,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,47,East Windsor,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,39,Eastford,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,46,Easton,2,,,,1,,,,,,,,
2020-03-25T04:00:00Z,48,Ellington,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,49,Enfield,1,,,,0,,,,,,,,
2020-03-25T04:00:00Z,50,Essex,0,,,,0,,,,,,,,
2020-03-25T04:00:00Z,51,Fairfield,13,,,,0,,,,,,,,
2020-03-26T04:00:00Z,98,Norfolk,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,99,North Branford,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,100,North Canaan,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,101,North Haven,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,102,North Stonington,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,103,Norwalk,76,,,,3,,,,,,,,
2020-03-26T04:00:00Z,104,Norwich,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,105,Old Lyme,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,106,Old Saybrook,3,,,,0,,,,,,,,
2020-03-26T04:00:00Z,107,Orange,3,,,,0,,,,,,,,
2020-03-26T04:00:00Z,108,Oxford,5,,,,0,,,,,,,,
2020-03-26T04:00:00Z,109,Plainfield,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,110,Plainville,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,111,Plymouth,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,112,Pomfret,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,113,Portland,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,114,Preston,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,115,Prospect,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,116,Putnam,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,117,Redding,7,,,,0,,,,,,,,
2020-03-26T04:00:00Z,118,Ridgefield,43,,,,1,,,,,,,,
2020-03-26T04:00:00Z,119,Rocky Hill,9,,,,1,,,,,,,,
2020-03-26T04:00:00Z,120,Roxbury,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,121,Salem,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,122,Salisbury,3,,,,0,,,,,,,,
2020-03-26T04:00:00Z,123,Scotland,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,124,Seymour,5,,,,0,,,,,,,,
2020-03-26T04:00:00Z,125,Sharon,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,126,Shelton,13,,,,1,,,,,,,,
2020-03-26T04:00:00Z,127,Sherman,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,128,Simsbury,3,,,,0,,,,,,,,
2020-03-26T04:00:00Z,129,Somers,0,,,,0,,,,,,,,
